,addresses,postal_codes,districts,house_types,Sold:,List:,Taxes:,DOM:,Lot:,Rms:,Bedrooms:,Washrms:,Client Remks:,Extras:,Brkage Remks:,Kitchens:,Fam Rm:,Basement:,Fireplace/Stv:,Heat:,A/C:,Central Vac:,Apx Age:,Apx Sqft:,Assessment:,POTL:,Laundry lev:,Exterior:,Drive:,Gar/Gar Spcs:,Drive Pk Spcs:,Tot Pk Spcs:,UFFI:,Pool:,Prop Feat:,Zoning:,Cable TV:,Hydro:,Gas:,Phone:,Water:,Water Supply:,Sewer:,Waterfront:,Retirement:,Farm/Agr:,Oth Struct:,,Spec Desig:
709,25 Handel St,M6N4G2,Toronto W03,Bungalow,"$770,000","$789,000","$2,692.90",15,30 x 100 Feet,5 + 4,2 + 1,2,"Fully Renovated Chic And Open Concept 2+1-Bed Home. Modern & Stylish Main Level Kitchen With Ample Storage. New Ss Appliances ('17) And Quartz Counter-Top's. Bright Open Living Space And 2 Large Bedrooms.Finished Basement ('17) Features Large Bedroom & Eat In Kitchen With W/O To Patio. Interlock Driveway, New Roof+ Eves ('17) Located Close To Ttc, Walmart Supercenter, Stockyards, Junction, Lambton Golf Club, Parks,Schools Restaurants & Much More.","Ss Samsung: Fridge, Stove & D/Washer, Lg Microwave And Zephyr Range. Bsmt: Whirlpool Washer & Dryer, Frigidaire Fridge, Maytag Stove, Range.Excl:Tv & Mount (Master) Seller & L/A Do Not Warrant The Legal Retrofit Status Of The Basement.","Lockbox For Easy Showings. 2 Hrs Notice Required.  Offers Welcome Anytime. Please Attach Form 801 And Schedule B To All Offers And Email Offers, Per Vendor To Vinay@Oulahen.Com Or Fax To 416-221-1212.",1 + 1,N,Fin W/O,N,Forced Air / Gas,Central Air,,,,,,,Brick / Stone,Private,Detached / 1.0,2,3,,None,,,Y,Y,Y,Y,Municipal,,Sewers,,,,,,Unknown
710,79 Bordeaux Crct,M9Y4Y9,Toronto W10,2-Storey,"$758,000","$789,900","$2,950.25",53,30 x 102.49 Feet,7 + 5,3 + 2,5,"Location!! Location!! Location!! Owner's Pride. Beautiful 2 Story Detached House @ Martin Grove Rd And Steeles Ave. Living + Family Room, 5 Bedrooms ( 3+2 ) , 5 Wash Rooms,3 Kitchens & 2 Separate Basement Apartment Units. Up To $ 1500/ Month Potential Basement Apartment Rental Income. Spent Thousand's In Upgrades. Buses Are @ Door Step. Large Master Bed Room With En Suite / His & Her Closet, All Bedrooms Are Good In Sizes. Close To Hwy 427, 401, 407, 27,**","All Appliances 2 Stoves,2 Fridges,B/I Dishwasher,Dryer & Washer,All Elf's, All Window Coverings,Centrai Vacuum,Garage Door Opener With Remote & Hot Water Tank (Owned).**Humber College,Schools,Airport & Hospital. Perfect For Living & Rent.","Please Send Offers By Email At Rakeshmodi07@Yahoo.Ca. All The Measurement & Taxes To Be Verified By Buyer/Buyer Agent, Attach Sch'b'& Form 801 With All The Offers, Sellers Agent Do Not Warrant Retrofit Status Of Basement.",1 + 2,Y,Finished / Sep Entrance,N,Forced Air / Gas,Central Air,,16-30,1500-2000,,,,Brick,Private,Attached / 2.0,2,4,,None,"Fenced Yard, Park, Public Transit, School",Single Family Res.,,,,,Municipal,,Sewers,,,,,,Unknown
711,72 Horseshoe Cres,M1B4S2,Toronto E11,2-Storey,"$760,000","$790,000","$3,150.91",26,39.37 x 104.38 Feet,9 + 2,4 + 2,4,"Beautiful Stunning 4 Bedroom Detached With Double Garage Fully Brick House, Walking To Ttc, Shopping, Upfield Park, Elementary And High School. Medical Centre, New Shoppers, New No-Frills, Recreation Centre & Toronto Library, Malvern Town Centre. Mins Drive To 401 & Metro Zoo, New Paint All House, New Laminate 2nd Floor, New Carpet Basement, New Windows (2014), New A/C (2016), New Furnace (2013), Gas Stove (2015), Arctic Re-Installation & New Ventilator","Gas Stove, Fridge, Front Load Washer & Dryer On Main Floor (2013), All Window Coverings, Existing Light Fixtures, Central Air Condition, Garage Door Opener With Remote, Electric Stove In Basement.",Offers Welcome Anytime. 24 Hr Irrevocable Please Attach Schedule B & Form 801.,1 + 1,Y,Finished,Y,Forced Air / Gas,Central Air,,,2000-2500,,,,Brick,Pvt Double,Detached / 2.0,2,4,,None,"Hospital, Library, Park, Place Of Worship, Public Transit, School",Residential,Y,Y,Y,Y,Municipal,,Sewers,,N,,,,Unknown
712,35 Shangarry Dr,M1R1A5,Toronto E04,2-Storey,"$750,000","$798,000","$3,405.83",15,45 x 125 Feet,10 + 3,5,3,"With 5 Bedrooms Above Ground And A Main Floor Family Room Addition, This Is Not Only The Perfect 2 Storey Family Home But Also Great Value. The Backyard Has A Private Park Like Setting, With A Cozy Wooden Sundeck, Mature Hardwood Trees & Detached Garage. The Street, Neighborhood & Location Are Tremendous And In Very High Demand, Lot's Of Money Is Being Invested Into This Prime Neighborhood As More And More People Recognize All It Has To Offer.","Fr, St, B/I Dw, Washer, Dryer, Freezer, All Light Fixtures & Window Covering, C/Vac, 2 B/I Air Conditioning Units W/Remote, Gas Boiler, 2 Garden Sheds, Hwt (Rental). Excl Sec Sys & Cameras, New Roof Shingles 2016, Low E Thermal Windows.",Offers By Email Colin@Colinbyrne.Com Please Include Sch B & 801. Great Home Very Clean & Truly Move In Condition.,1,Y,Finished / Sep Entrance,Y,Water / Gas,Wall Unit,Y,,,,,,Brick / Vinyl Siding,Private,Detached / 1.0,4,5,,None,"Fenced Yard, Public Transit, School, Wooded/Treed",,,,,,Municipal,,Sewers,,N,,Garden Shed,Workshop,Unknown
713,9 Marcos Blvd,M1K5A7,Toronto E09,Bungalow,"$800,000","$799,000","$2,700.00",6,46.73 x 120.41 Feet,6 + 4,3 + 2,2,"Gorgeous Bungalow In The Prestige Pocket Of Bendale. Large Lot Of 46.7 X 120. Bright And Spacious Living Room With Large Bay Window. Tastefully Renovated! Large Size Eat In Kitchen On Main Floor. Separate Kitchens On Both Levels. Ss Appliances In Main Kitchen. Dry Bright Basement Apartment With Separate Entrance. Income Potential (Include Non-Retro Fit Status Claus).Fenced In Yard For Your Party. Steps To Schools,Shops,Restaurants,Ttc, Parks, Etc Amenities","Stainless Steel Stove, Stainless Steel Fridge,Ss Dish Washer, Ss Microwave, Ss Range Hood, White Stove In The Basement, White Fridge In The Basement, Washer, Gas Dryer, All Light Fixtures, Window Coverings, Picnic Bench, Central Air Con",Show With Pride. Call 416-431-9200 For All Showings. Gas Furnace Is Rental.,2,N,Apartment / Sep Entrance,N,Forced Air / Gas,Central Air,N,,,,,,Brick,Private,Carport / 1.0,2,3,No,None,"Fenced Yard, Park, Place Of Worship, Public Transit, School",Res,A,Y,Y,A,Municipal,,Sewers,None,N,,Garden Shed,,Unknown
714,50 Eversfield Rd,M6E1T7,Toronto W03,2-Storey,"$826,800","$799,000","$3,818.00",2,25 x 75 Feet,6 + 1,3,4,"Gorgeous Modern Contemporary Fully Renovated Home In Corso Italia! Totally Gutted 2 The Studs N 2013! Open Concept, Beautiful Custom Built Kitchen With Island And Granite Counter Tops W/O To Deck, Hardwood Flrs Thru-Out, 3 Bedrooms, 3 1/2 Bathrooms, Pot Lights, New Plumbing, Electrical & Insulation Thru-Out! Like A Brand New Home! Superb Styling, Over 200K In Renovations, Private Driveway For 3 Cars, Steps To All Amenities And Transit. You Must See This Home!","Stunning Bathrooms! Stainless Steel Appliances: Fridge, Gas Stove, Built-In Dishwasher, Microwave Oven. Washer & Dryer, Gas Furnace & Equipment, Central Air Conditioning & Equipment, Bbq Gas Line, Hurry! It Will Not Last","Lock Box For Easy Showings, No Appointments After 8Pm, Please Attach 801, Click On 'View Fax Attachments' For Schedules 'B'&'C'. Call Office Or Book By Clicking On 'Online Appt'. Please Register Your Offer With Listing Agent's Office",1,N,Finished,N,Forced Air / Gas,Central Air,N,,,,,,Stucco/Plaster,Private,None / 0.0,3,3,,None,"Park, Public Transit, School",,,,,,Municipal,,Sewers,,,,,,Unknown
715,171 Island Rd,M1C2P9,Toronto E10,Bungalow,"$850,000","$799,900","$3,230.50",3,65 x 125 Feet,6 + 2,2 + 1,3,"Prepare To Fall In Love! This Bright & Spacious Bungalow Is An Entertainer's Delight On A Large Lot W/Gorgeous Perennial Gardens. Private Backyard W/Tall Cedar Hedges Features Multiple Areas Of Outdoor Living Including A Heated Pool, Hot Tub & Cabana Bar. Open Concept Living W/Family Rm Overlooking Backyard. Updated Kitchen W/Granite Counters & Work Island W/Breakfast Bar. Sunny Dining Rm W/Skylight & W/O To Back Deck. Formal Living Rm W/Wood Burning Fp.","Master Bdrm W/Ensuite, His & Her Closets & Juliette Balcony. High & Dry Bsmt W/Large Rec Rm, Third Bdrm & Powder Rm. Large Mudroom W/Access To House, Garage & Backyard. Great Location! Close To 401, Go Station, Schools, Parks And Beach.","Offer Presentation 9/25/2017 @ 6:00Pm. Incl Fridge, Stove, Dshwshr, Mcrwv, Washer, Dryer, Elf's, Wndw Coverings, Owned Hwt & Pool Eqptmt. Excl Mstr Bdrm Curtains. Dolphin Pool Cleaning Robot Is Neg. Home Inspection Report Available. Call Or Text W/Q's. Thanks For Showing!",1,Y,Finished / Full,Y,Forced Air / Gas,Central Air,N,51-99,1500-2000,,,,Brick / Stone,Private,Attached / 1.0,6,7,,Inground,"Beach, Fenced Yard, Park, Public Transit, Rec Centre, School",,,,,,Municipal,,Sewers,,,,Garden Shed,,Unknown
716,17 Lanark Ave,M6C2B2,Toronto C03,Bungalow,"$803,000","$818,000","$3,058.46",5,25 x 125 Feet,5 + 3,2 + 1,2,"Its Great To Be South Of Eglinton Ave! Perfect For First Time Buyers, Downsizing & Developers.  Located In Prime Urban Densification Area Of Cedarvale Park/Arlington Village & Mere Steps To Subway Station, New Eglinton Lrt Station, Massive Ravine Parkland & Esteemed Public /Private Schools. Throw In Approx. $100K Worth Of Improvements By The Seller & This Home Is Simply Ready For Move-In & Pure Enjoyment.","Loc. Quietly B/N Winona & Alameda. Sundrenched Backyard. Prof. Rewired. Open Concept Reno'd Kit. Hi-Eff Boiler & Prof. Insulated Bsmnt & Attic. Recent Paved Drvway. Incls: Fridge, Stove, B/I Dw, Micro, Washer/Dryer, Hwt.","Look No Further.Tenants R Mo. To Mo. ($2175 + Util). 24 Hrs Irrev On Offers. Speak To Office Re Showing Schedule. 2 Car Parking At Rear. Attach Sch B,C, Adv Consent, 801. Be Respectful Of Tenants.Thanks For Showing. After Hour Appts Press 1 Or 2",1,N,Finished / Sep Entrance,N,Water / Gas,None,,,,,,,Brick,Mutual,None / 0.0,2,2,,None,,,,,,,Municipal,,Sewers,,,,,,Unknown
717,176 Morningside Ave,M1E3C9,Toronto E10,2-Storey,"$820,000","$819,900","$3,761.46",3,10 x 51.8 Metres,9 + 3,4 + 1,4,"Just Turn Key & Move In To This Cozy Cust.Built Det.Home Loc.In The Heart Of Scarb.Upgrds Incl.Brand New Eat In Kit.W/Top Of The Line S/S Kitchenaid Appls W/B-In Micro & B-In Oven & Induction Cooktop,New Bsplash,Quartz Countertop,Underctr Sink,New Touch Faucet,Gleaming Hdwd Flrs In L/D Rm,Cozy 2/Flr Fm.Rm W/Huge Wndws,Gas F/P & Gleaming Hrdwd Flrs/Vaulted Ceils,Great Sized Brs,Mbr W/4Pc Ens & Dbl Cust.Closets.1 Br Bsmt Apt W/Sep.Ent & Kit Already Rented To ..","Excellent Tenant Who Would Like To Stay.Prof.Design'd Spac.Bkyard W/Cedar Deck & Shed,Drvwy W/Space To Park 10 Cars,Dbl Car Gar.W/Indr Acc.To Home,A/C ('11),Hi-Eff.Furn,Hwt (R),Shed In Bkyrd,Ttc At Your Steps,Close To U.Of T & Cent.College","Grocery Stores,Waterfront Trails,Morningside Park,Shops & Plazas.This Won't Last Long! Incl.Dep.W/Offer.24Hr Ntc For Showings As Per Tenant.Aaa Single Lady Tenant Would Like To Stay & Paying $750/M.Seller Does Not Warr.Ret.Status Of The Bsmt Apt.24 Hr Irrv.Seller Is Out Of Town.",2,Y,Apartment / Sep Entrance,Y,Forced Air / Gas,Central Air,Y,,,,,,Brick,Pvt Double,Attached / 2.0,6,10,No,None,"Park, Place Of Worship, Public Transit, Ravine, School",,A,A,A,A,Municipal,Unknown,Sewers,None,N,,,,Unknown
718,39 Antelope Dr,M1B6K5,Toronto E11,2-Storey,"$891,500","$825,000","$3,710.00",6,35.1 x 81.2 Feet,8 + 2,4 + 2,6,"Mattamy Build In Rouge Community.""Prime Location"" Amazing Layout Home With 6 Bedrooms & 6 Washrooms. L/R With Cathedral Ceiling, S/S Appliances & Backsplash, Quartz Counter,Crown Molding, In And Out Potlights. Apx 2000 Sft Finish Bsmt W/ Sep Entrance. Fully 4 Side Interlocking. Steps To School,24 Hr Bus,Park,Biking,Hiking Trails, Minutes To 401, Toronto Zoo, Shopping, Proposed Community Centre At The Step. U Of T Scarborough & Centennial College And Much More","S/S Stove, Fridge And Hood Fan, Dishwasher, Washer And Dryer. S/S Fridge, Stove Bsmt. All Elfs And Ac And Much More.","Motivated Seller! Offer Presentation Is On September 27th 2017 @ 8Pm Please. Register By 5Pm, Seller R/Right To Accept Pre-Emptive Offers. Please Bring Form 801 & S/B Certify Deposit Cheque. Lock Box For Easy Showing. Bring The Buyers With Confidence Because This House Has Everyt",1 + 1,Y,Finished / Sep Entrance,N,Forced Air / Gas,Central Air,,6-15,1500-2000,,,,Brick / Stone,Private,Detached / 1.0,3,3,,None,"Hospital, Park, Public Transit, School, School Bus Route",,,,,,Municipal,,Sewers,,,,,,Unknown
719,50 Araman Dr,M1T 2P6,Toronto E05,Bungalow-Raised,"$725,000","$840,000","$3,095.86",79,43 x 140 Feet,6 + 4,3 + 1,2,"Great Location, Close To Ttc, Highway 401, Grace Hospital, Scarborough Town Centre, Schools, Churches. Home Has Great Curb Appeal. Original Owners Purchased In 1962 Nicely Finished Basement And Rear Patio This Property Is An Estate Sale And Is To Be Purchased In As Is Condition","All Existing Windows, Storms Screens And Doors, Drapes Curtains And Tracks, Electric Light Fixtures, Central Vac And Existing Attachments, Jacuzzi Tub, Garden Shed, Fridge & Stove, Washer & Dryer, Garage Door Opener And Remote. Hwt (Rental)",Real Estate Broker/Agent Is Related To Seller.,1,N,Finished / Sep Entrance,N,Forced Air / Gas,None,Y,51-99,1100-1500,,,,Brick / Stone,Private,Attached / 1.0,2,3,,None,"Fenced Yard, Golf, Hospital, Place Of Worship, Public Transit, School",,Y,Y,Y,Y,Municipal,,Sewers,,,,Garden Shed,,Unknown
720,28 Sadler Dr,M1K1K2,Toronto E04,Bungalow,"$800,000","$849,000","$2,592.15",14,54.33 x 125 Feet,5 + 5,3 + 3,2,"This Is The Spacious Clairlea - Birchmount Bungalow. Larger Than It Appears. Large Lot. Lots Of Possibilities. Living And Dining Rooms Together. Brand New High End Kitchen In The Main Floor. Completely Renovated Top To Bottom, New Appliances For The Main Kitchen. Large  3 Bedrooms Apartment In The Basement, Previously Rented For $1400 + Utilities/Month. Move-In And Enjoy.","2 Fridges, 2 Stoves, Dryer And Washer. New Roof And Furnace.","Lb At Property, Showings Anytime,",1 + 1,N,Finished / Sep Entrance,N,Forced Air / Gas,None,,,,,,,Brick / Stone,Private,None / 0.0,4,0,,None,,,,,,,Municipal,,Sewers,,,,,,Unknown
721,454 Maybank Ave,M6N3S8,Toronto W03,2 1/2 Storey,"$845,000","$849,000","$3,326.43",9,25 x 120 Feet,5 + 2,5,4,"Welcome To 454 Maybank Ave. Located In The Rockcliffe-Smythe Neighbourhood. Detached & Spacious! Suitable For A Large Family With 3 Kitchens, 4 Baths. Deep Lot & Garage Serviced By A Laneway. Up-Dated Baths & Second Floor Hardwood, Ceramic, Kitchen & Bath. Close To All Amenities: Schools, Church, Parks, Highways 400 & 401 & Stockyards Shopping. Separate Side Entrance.","Electrical Light Fixtures, Heating & Equipment, Tankless Hot Water (Owned), Central Air Conditioning, 3 Fridges, 3 Stoves, Washer, Dryer & Circuit Breakers. Wood Fireplace.",Seller And Agent Do Not Warrant Retrofit Status Of Basement And 2nd Floor. Please Attach Schedule 'B' & Form '801' To Offer. Certified Cheque/Bank Draft To Accompany Offers.,2 + 1,N,Finished,Y,Forced Air / Gas,Central Air,N,,,,,,Alum Siding / Brick,Lane,Detached / 1.0,0,1,,None,,Residential,,,,,Municipal,,Sewers,,,,,,Unknown
722,282 The Westway,M9R 1G6,Toronto W09,Bungalow,"$775,000","$849,800","$3,442.22",12,50 x 117 Feet,6 + 2,3 + 1,2,"Kingsway Village! Renovated 3 Br. Brick Raised Bungalow With Sep. Entrance To Professionally Finished & Insulated Basement (14) With New Laminate Floors & Subway Tiled 3 Piece Bathroom & Marble Vanity! Open Concept Modern Kitchen (15) With Quartz Counter Tops, Breakfast Bar & Ceramic Back Splash. The Dining Room Is Combined With The Kitchen For An Open Feeling. New Front Driveway (16) That Could Park 4 Cars & Extended And Rebuilt Porch (16) . Shows A 10++","Existing Electric Light Fixtures, S/S Fridge, S/S Stove, S/S Microwave Hoodfan, Basement Fridge & Freezer, Custom California Shutters, Existing Blinds, Gb&E, Cac, Hwt( R), Garden Shed, Swing Set. $$'s Spent On Upgrades! Fully Fenced Yard!","For Your Discriminating Buyer! Please Make All Cheques Payable To ""Gowest Realty Ltd., In Trust"" Please Bring ""Offer Summary Document - Form 801"" With All Offers.",1,N,Finished / Sep Entrance,N,Forced Air / Gas,Central Air,N,,1100-1500,,,,Brick,Private,None / 0.0,4,4,,None,"Fenced Yard, Level, Park, Public Transit, Rec Centre, School",Residential,A,Y,Y,A,Municipal,,Sewers,,,,,,Unknown
723,35 Halfmoon Sq,M1C3V4,Toronto E10,2-Storey,"$800,000","$849,900","$3,639.06",24,25.42 x 99.86 Feet,8,4,3,Beautifully Maintained Home With $$$ Spent In Upgrades On H-U-G-E Pie-Shaped Lot (Rear Width Is 76') In Highland Creek. Features & Upgrades Include: New Hrdwd Flrs Throughout (2016); New Oak Staircase & Wrought Iron Spindles (2016); 3 New Wshrms (2015); Newer Thermal Windows (2004); Newer Furnace (1999); New A/C (2015); Roof Reshingled (2009); New Driveway & Patio (2010); New Storm Doors (2014); Partially Finished Bsmnt With 2nd Kitchen. A Must See!!!,"All Elf's; All Window Coverings; S/S Fridge, Gas Stove, S/S B/I Dishwasher, Washer, Dryer, Gdo & Remotes; Cac; Cvac (New In 2011); Hwt(R) ** Located Near University Of Toronto/Centennial College/Public/Catholic Schools, Library, Parks, 401.",All Offers By E-Mail To Adil@Teamadil.Com With 24Hrs Irrevocable. Please Attach Sched B To All Offers.,1,Y,Full / Unfinished,Y,Forced Air / Gas,Central Air,Y,,2000-2500,,,,Brick,Private,Attached / 2.0,2,4,,None,"Hospital, Library, Place Of Worship, Public Transit, School",,Y,Y,Y,Y,Municipal,,Sewers,None,,,,,Unknown
724,1023 Kipling Ave,M9B3L5,Toronto W08,Bungalow,"$849,000","$849,900","$3,749.88",19,57.5 x 143.93 Feet,5,2,1,"Renovate, Live In Or Build In A Highly Desirable Etobicoke Community. This 2 Bdrm Bungalow Is Set On A Fantastic 57X143 Foot Lot! Updates Include: Furnace + Tank ('13), Roof Shingles ('15), Strip Hardwood Floors (Under Brodlm), Main Floor Windows All Replaced And A Wood Burning Fireplace In The Living Room. ***Minutes Away From Kipling Subway, Shopping And Major Hwys****","Existing Fridge, Stove, Washer, Dryer, Microwave (All ""As Is""), All Window Coverings, All Electric Light Fixtures, Ob&E ('13), Tank ('13), Cac, Hwt (R), Roof Shingles ('5), Back Flow Valve ('14)","1/2 Hour Showing Appointments. Property Being Sold ""As Is"" ""Where Is"" Condition With No Warranties. Offers: Anytime - Email To Michaelilicio@Gmail.Com, Attach Form 801, Schedule ""B"", ""C"" Estate Clause & ""D"". Survey To All Offers. Min $30,000 Bd/Cc Dep Req",1,N,Unfinished,Y,Forced Air / Oil,Central Air,,51-99,,,,,Stucco/Plaster,Private,None / 0.0,2,2,,None,"Golf, Library, Park, Public Transit, School",Residential,,,,,Municipal,,Sewers,,,,,,Unknown
725,92 Melbert Rd,M9C3R1,Toronto W08,Bungalow,"$861,092","$849,900","$3,972.79",9,49.5 x 122.5 Feet,6 + 3,3,2,"3 Bedroom Brick Bungalow In High Demand Area Of Etobicoke, Close To All Major Highways, Schools, Public Transportation, Centennial Park, Shopping, Airport. The Separate Entrance Perfect For In-Law Suite. Many Newer Fixtures. Like Bamboo Floors, Newer Windows. Renovated Rec. Room With Gas Fireplace, Updated Electrical, Updated Lower Bathroom. New Roof (2017). This Bungalow Awaits For Your Personal Touch.","Included All Elf's, 2 Fridges, 1 Stove, Washer, Dryer (All Appliances As Is Conditions) Gb & Equp. Central Air Conditioning, Hwt (Rental) ****Please Remove Shoes For All Showings, Thank You*****","Attach Sched B & 801 W/All Offers. Offers Reviewed Sept 25th At 7 Pm, Reg By 5:00P.M.  W/$75,000 ""Deposit Cheque Or B.D Certified Upon Acceptance. Sellers Reserve Right To Accept/Reject Pre-Emptive Offers. Lbx. Seller/Agent Do Not Warrant Retrofit Status Of Basement",2,N,Finished,Y,Forced Air / Gas,Central Air,,,,,,,Brick,Pvt Double,Attached / 2.0,2,4,,None,,,,,,,Municipal,,Sewers,,,,,,Unknown
726,48 Hanson Rd,M6E1T3,Toronto C03,Bungalow,"$850,000","$850,000","$3,288.39",3,25 x 104.96 Feet,5,3,2,"Attention To Detail And Style All Packed Into This Amazing Detached Home With Loads Of Parking.  Its All About The Modern And Spectacular, With Quality Materials And A Customized Layout.  Just Move In And Enjoy! New Kitchens, Floors, Potlights, Bathrooms, New Shed, New Appliances, New Lighting, New Wiring/Plumbing Etc.  Walkout To Yard From This Stunning Kitchen, Separate Entrance To Basement - Potential For Apartment. Check Out The Virtual Tour!","Close To Schools, Groceries, Community Pool, Park And Yorkdale Mall. 2 Min Walk To Dufferin Bus, 15 Min Walk To St Clair. Future Stop For Lrt. Easy Access To Hwy 401 And Allen Rd. Centrally Located.  Open House Sat","Please Attch Schd ""B"" + Form 801 To Offers. 48 Hrs Irrevocable A Must On All Offers - No Exceptions. Small Encroachment With Front Steps - Speak To Listing Agent.  Thanks For Showing!",1 + 1,N,Finished / Sep Entrance,N,Forced Air / Gas,Central Air,,,,,,,Brick,Private,None / 0.0,4,4,,None,"Fenced Yard, Library, Park, Place Of Worship, Rec Centre",,,,,,Municipal,,Sewers,None,,,Garden Shed,,Unknown
727,74 Cockburn Dr,M1C2T2,Toronto E10,Backsplit 4,"$868,000","$850,000","$3,061.76",9,49.92 x 110 Feet,8 + 2,3 + 1,2,"Welcome To This Meticulously Kept & Upgraded Home In Highly Desireable Neighbourhood! Special Features Include Newer Hrdwd Flrs In Lr, Dr & Upper Hall, Solid Oak Trim & Doors Throughout & Cozy 3-Season Sunroom Addition!  Huge Family Rm W/Gas F/P & Lots Of Storage! 2 Reno'd Baths!  Backyard Is An Entertainer's Delight W/Multi-Level Deck, Above-Ground Pool & Lovely Landscaping! Great Schools - Charlottetown P.S., Joseph Howe S.Ps, & Sir Oliver Mowat C.I!","Existing Stainless Steel Fridge, S/S Gas Stove,  S/S B/I Dishwasher, Washer, Dryer, All Elf's, All Window Coverings, Gb & E, Cac, Above-Ground Pool & All Related Equip., Garden Shed, Gas Bbq",Shows Beautifully! Upgraded Throughout!  Excellent Location!  Seller Would Prefer Quick Closing.,1,Y,Finished,Y,Forced Air / Gas,Central Air,N,,,,,,Brick,Pvt Double,Attached / 1.0,2,3,No,Abv Grnd,,Sfr,A,Y,Y,Y,Municipal,,Sewers,None,N,,Garden Shed,,Unknown
